YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,CARRIER_CD,CRS_DEP_TM,DEP_DELAY,DEP_DELAY_15,CRS_ARR_TM,ARR_DELAY,ARR_DELAY_15,CANCELLED,ORIGIN_AIRPORT_CD,DEST_AIRPORT_CD
2013,6,4,2,WN,1630,-1,0,1945,-12,0,0,MDW,EWR
2013,6,4,2,WN,600,0,0,900,-12,0,0,MDW,EWR
2013,6,4,2,WN,1010,-1,0,1310,-2,0,0,MDW,EWR
2013,6,4,2,WN,1935,-2,0,2325,-2,0,0,MDW,FLL
2013,6,4,2,WN,710,-2,0,1105,-6,0,0,MDW,FLL
2013,6,4,2,WN,1330,0,0,1730,-12,0,0,MDW,FLL
2013,6,4,2,WN,1210,4,0,1445,-14,0,0,MDW,HOU
2013,6,4,2,WN,630,-3,0,855,-6,0,0,MDW,HOU
2013,6,4,2,WN,835,5,0,1100,-3,0,0,MDW,HOU
2013,6,4,2,WN,1905,1,0,2135,1,0,0,MDW,HOU
2013,6,4,2,WN,2115,7,0,2340,9,0,0,MDW,HOU
2013,6,4,2,WN,1540,1,0,1820,-6,0,0,MDW,HOU
2013,6,4,2,WN,2020,20,1,2245,16,1,0,MDW,HOU
2013,6,4,2,WN,2110,31,1,2350,26,1,0,MDW,IAD
2013,6,4,2,WN,735,-2,0,1015,-11,0,0,MDW,IAD
2013,6,4,2,WN,1155,-2,0,1435,-10,0,0,MDW,IAD
2013,6,4,2,WN,1720,6,0,2000,-3,0,0,MDW,IAD
2013,6,4,2,WN,1310,0,0,1555,-14,0,0,MDW,IAD
2013,6,4,2,WN,1455,-3,0,1740,-14,0,0,MDW,IAD
2013,6,4,2,WN,1840,-1,0,2155,-9,0,0,MDW,JAX
2013,6,4,2,WN,1130,7,0,1315,6,0,0,MDW,LAS
2013,6,4,2,WN,705,-4,0,855,-10,0,0,MDW,LAS
2013,6,4,2,WN,1530,1,0,1715,-4,0,0,MDW,LAS
2013,6,4,2,WN,820,0,0,1005,-3,0,0,MDW,LAS
2013,6,4,2,WN,2155,17,1,2335,19,1,0,MDW,LAS
2013,6,4,2,WN,600,-2,0,745,5,0,0,MDW,LAS
2013,6,4,2,WN,1320,6,0,1505,7,0,0,MDW,LAS
2013,6,4,2,WN,1815,-4,0,2000,-10,0,0,MDW,LAS
2013,6,4,2,WN,1920,1,0,2105,-2,0,0,MDW,LAS
2013,6,4,2,WN,2155,9,0,5,18,1,0,MDW,LAX
2013,6,4,2,WN,1700,1,0,1915,6,0,0,MDW,LAX
2013,6,4,2,WN,1125,2,0,1340,-8,0,0,MDW,LAX
2013,6,4,2,WN,615,-2,0,830,2,0,0,MDW,LAX
2013,6,4,2,WN,2000,5,0,2220,12,0,0,MDW,LAX
2013,6,4,2,WN,820,4,0,1035,6,0,0,MDW,LAX
2013,6,4,2,WN,1405,7,0,1615,12,0,0,MDW,LAX
2013,6,4,2,WN,1720,0,0,2025,-16,0,0,MDW,LGA
2013,6,4,2,WN,2010,1,0,2310,-6,0,0,MDW,LGA
2013,6,4,2,WN,920,0,0,1225,-19,0,0,MDW,LGA
2013,6,4,2,WN,610,0,0,910,-17,0,0,MDW,LGA
2013,6,4,2,WN,735,-3,0,1040,-16,0,0,MDW,LGA
2013,6,4,2,WN,1440,2,0,1745,-19,0,0,MDW,LGA
2013,6,4,2,WN,1155,-1,0,1315,-4,0,0,MDW,MCI
2013,6,4,2,WN,630,6,0,755,-4,0,0,MDW,MCI
2013,6,4,2,WN,925,11,0,1050,1,0,0,MDW,MCI
2013,6,4,2,WN,725,-5,0,850,-11,0,0,MDW,MCI
2013,6,4,2,WN,1915,-1,0,2040,-3,0,0,MDW,MCI
2013,6,4,2,WN,600,-2,0,725,-10,0,0,MDW,MCI
2013,6,4,2,WN,1425,-3,0,1545,-7,0,0,MDW,MCI
2013,6,4,2,WN,800,9,0,925,0,0,0,MDW,MCI
2013,6,4,2,WN,1705,-1,0,1825,2,0,0,MDW,MCI
2013,6,4,2,WN,2155,11,0,2310,17,1,0,MDW,MCI
2013,6,4,2,WN,1315,21,1,1645,27,1,0,MDW,MCO
2013,6,4,2,WN,2020,12,0,2345,7,0,0,MDW,MCO
2013,6,4,2,WN,1900,-3,0,2225,6,0,0,MDW,MCO
2013,6,4,2,WN,1645,39,1,2020,29,1,0,MDW,MCO
2013,6,4,2,WN,910,2,0,1240,-6,0,0,MDW,MCO
2013,6,4,2,WN,555,-3,0,925,-15,0,0,MDW,MCO
2013,6,4,2,WN,1145,19,1,1310,13,0,0,MDW,MSP
2013,6,4,2,WN,1620,4,0,1745,0,0,0,MDW,MSP
2013,6,4,2,WN,905,1,0,1030,-6,0,0,MDW,MSP
2013,6,4,2,WN,1805,0,0,1925,1,0,0,MDW,MSP
2013,6,4,2,WN,1515,-2,0,1640,11,0,0,MDW,MSP
2013,6,4,2,WN,2155,10,0,2315,10,0,0,MDW,MSP
2013,6,4,2,WN,630,-5,0,755,-5,0,0,MDW,MSP
2013,6,4,2,WN,740,0,0,900,3,0,0,MDW,MSP
2013,6,4,2,WN,1735,0,0,1940,-3,0,0,MDW,MSY
2013,6,4,2,WN,845,-4,0,1050,-15,0,0,MDW,MSY
2013,6,4,2,WN,2105,65,1,2310,67,1,0,MDW,MSY
2013,6,4,2,WN,1820,11,0,2050,5,0,0,MDW,OAK
2013,6,4,2,WN,815,-1,0,1045,-5,0,0,MDW,OAK
2013,6,4,2,WN,1955,0,0,2225,-4,0,0,MDW,OAK
2013,6,4,2,WN,1335,6,0,1610,1,0,0,MDW,OAK
2013,6,4,2,WN,835,117,1,1030,118,1,0,MDW,OKC
2013,6,4,2,WN,1640,5,0,1835,12,0,0,MDW,OKC
2013,6,4,2,WN,1850,-2,0,2010,-3,0,0,MDW,OMA
2013,6,4,2,WN,1630,19,1,1755,24,1,0,MDW,OMA
2013,6,4,2,WN,640,-2,0,800,2,0,0,MDW,OMA
2013,6,4,2,WN,1000,-3,0,1125,-9,0,0,MDW,OMA
2013,6,4,2,WN,1345,2,0,1510,-4,0,0,MDW,OMA
2013,6,4,2,WN,2125,-6,0,2245,-4,0,0,MDW,OMA
2013,6,4,2,WN,1910,2,0,2125,-9,0,0,MDW,ONT
2013,6,4,2,WN,1255,25,1,1555,35,1,0,MDW,ORF
2013,6,4,2,WN,2110,12,0,5,12,0,0,MDW,ORF
2013,6,4,2,WN,1540,12,0,1800,2,0,0,MDW,PDX
2013,6,4,2,WN,820,6,0,1045,6,0,0,MDW,PDX
2013,6,4,2,WN,1955,13,0,2210,30,1,0,MDW,PDX
2013,6,4,2,WN,2005,0,0,2255,-1,0,0,MDW,PHL
2013,6,4,2,WN,530,-3,0,820,-3,0,0,MDW,PHL
2013,6,4,2,WN,1350,11,0,1650,-1,0,0,MDW,PHL
2013,6,4,2,WN,1645,14,0,1940,9,0,0,MDW,PHL
2013,6,4,2,WN,2110,12,0,5,9,0,0,MDW,PHL
2013,6,4,2,WN,950,-1,0,1245,-12,0,0,MDW,PHL
2013,6,4,2,WN,1130,-3,0,1300,4,0,0,MDW,PHX
2013,6,4,2,WN,1955,3,0,2130,8,0,0,MDW,PHX
2013,6,4,2,WN,820,0,0,1000,2,0,0,MDW,PHX
2013,6,4,2,WN,1605,1,0,1740,5,0,0,MDW,PHX
2013,6,4,2,WN,640,-2,0,815,4,0,0,MDW,PHX
2013,6,4,2,WN,1535,4,0,1710,7,0,0,MDW,PHX
2013,6,4,2,WN,1720,-3,0,1855,8,0,0,MDW,PHX
2013,6,4,2,WN,1310,47,1,1525,43,1,0,MDW,PIT
2013,6,4,2,WN,1815,38,1,2030,34,1,0,MDW,PIT
2013,6,4,2,WN,940,-2,0,1155,-4,0,0,MDW,PIT
2013,6,4,2,WN,1550,-2,0,1810,-5,0,0,MDW,PIT
2013,6,4,2,WN,700,-1,0,920,-11,0,0,MDW,PIT
2013,6,4,2,WN,2115,12,0,2330,10,0,0,MDW,PIT
2013,6,4,2,WN,2115,14,0,20,4,0,0,MDW,PVD
2013,6,4,2,WN,820,0,0,1130,-9,0,0,MDW,PVD
2013,6,4,2,WN,1315,10,0,1625,8,0,0,MDW,PVD
2013,6,4,2,WN,1505,-2,0,1755,-9,0,0,MDW,RDU
2013,6,4,2,WN,2115,12,0,5,3,0,0,MDW,RDU
2013,6,4,2,WN,800,1,0,1045,-4,0,0,MDW,RDU
2013,6,4,2,WN,1310,5,0,1600,-5,0,0,MDW,RDU
2013,6,4,2,WN,1400,5,0,1620,-9,0,0,MDW,RNO
2013,6,4,2,WN,700,-5,0,1045,-6,0,0,MDW,RSW
2013,6,4,2,WN,1955,-2,0,2340,-8,0,0,MDW,RSW
2013,6,4,2,WN,2005,23,1,2210,28,1,0,MDW,SAN
2013,6,4,2,WN,820,9,0,1030,15,1,0,MDW,SAN
2013,6,4,2,WN,1120,8,0,1325,12,0,0,MDW,SAN
2013,6,4,2,WN,1540,0,0,1745,7,0,0,MDW,SAN
2013,6,4,2,WN,1805,3,0,2040,6,0,0,MDW,SAT
2013,6,4,2,WN,800,19,1,1040,13,0,0,MDW,SAT
2013,6,4,2,WN,1740,7,0,1945,9,0,0,MDW,SDF
2013,6,4,2,WN,755,-1,0,1000,-3,0,0,MDW,SDF
2013,6,4,2,WN,1435,-3,0,1640,-12,0,0,MDW,SDF
2013,6,4,2,WN,1230,-4,0,1435,-15,0,0,MDW,SDF
2013,6,4,2,WN,2150,-6,0,2355,-6,0,0,MDW,SDF
2013,6,4,2,WN,2005,24,1,2235,7,0,0,MDW,SEA
2013,6,4,2,WN,1115,-2,0,1335,-11,0,0,MDW,SEA
2013,6,4,2,WN,825,2,0,1045,1,0,0,MDW,SEA
2013,6,4,2,WN,1735,9,0,2000,-1,0,0,MDW,SEA
2013,6,4,2,WN,1240,7,0,1515,-3,0,0,MDW,SFO
2013,6,4,2,WN,1955,8,0,2230,5,0,0,MDW,SFO
2013,6,4,2,WN,815,23,1,1055,15,1,0,MDW,SFO
2013,6,4,2,WN,1630,14,0,1910,15,1,0,MDW,SJC
2013,6,4,2,WN,820,10,0,1040,19,1,0,MDW,SLC
2013,6,4,2,WN,1955,29,1,2215,34,1,0,MDW,SLC
2013,6,4,2,WN,1800,0,0,2030,-10,0,0,MDW,SMF
2013,6,4,2,WN,815,11,0,1030,15,1,0,MDW,SNA
2013,6,4,2,WN,1050,17,1,1150,18,1,0,MDW,STL
2013,6,4,2,WN,1900,3,0,2000,2,0,0,MDW,STL
2013,6,4,2,WN,2155,3,0,2255,-1,0,0,MDW,STL
2013,6,4,2,WN,2000,-1,0,2105,-8,0,0,MDW,STL
2013,6,4,2,WN,755,-1,0,855,-7,0,0,MDW,STL
2013,6,4,2,WN,600,-3,0,705,-11,0,0,MDW,STL
2013,6,4,2,WN,1815,7,0,1920,-3,0,0,MDW,STL
2013,6,4,2,WN,1405,8,0,1510,6,0,0,MDW,STL
2013,6,4,2,WN,1610,-2,0,1720,-15,0,0,MDW,STL
2013,6,4,2,WN,705,-4,0,810,-7,0,0,MDW,STL
2013,6,4,2,WN,1105,-6,0,1435,-17,0,0,MDW,TPA
2013,6,4,2,WN,1415,-5,0,1745,-11,0,0,MDW,TPA
2013,6,4,2,WN,2055,-2,0,20,-1,0,0,MDW,TPA
2013,6,4,2,WN,700,-4,0,1035,-19,0,0,MDW,TPA
2013,6,4,2,WN,1235,-4,0,1405,-5,0,0,MDW,TUS
2013,6,4,2,WN,1955,73,1,2120,76,1,0,MDW,TUS
2013,6,4,2,WN,2010,-7,0,2325,-20,0,0,MKE,BOS
2013,6,4,2,WN,1435,0,0,1750,-8,0,0,MKE,BOS
2013,6,4,2,WN,735,-5,0,1050,-21,0,0,MKE,BOS
2013,6,4,2,WN,1415,3,0,1705,1,0,0,MKE,BWI
2013,6,4,2,WN,1730,-3,0,2025,-13,0,0,MKE,BWI
2013,6,4,2,WN,630,-3,0,925,-16,0,0,MKE,BWI
2013,6,4,2,WN,1945,-6,0,2115,1,0,0,MKE,DEN
2013,6,4,2,WN,615,-4,0,745,5,0,0,MKE,DEN
2013,6,4,2,WN,1305,8,0,1455,-2,0,0,MKE,LAS
2013,6,4,2,WN,1420,6,0,1605,5,0,0,MKE,LAS
2013,6,4,2,WN,1620,-2,0,1805,1,0,0,MKE,LAS
2013,6,4,2,WN,610,-2,0,755,-4,0,0,MKE,LAS
2013,6,4,2,WN,1400,0,0,1620,-6,0,0,MKE,LAX
2013,6,4,2,WN,850,0,0,1110,-2,0,0,MKE,LAX
2013,6,4,2,WN,850,-2,0,1200,-18,0,0,MKE,LGA
2013,6,4,2,WN,1215,14,0,1525,6,0,0,MKE,LGA
2013,6,4,2,WN,1815,121,1,2125,101,1,0,MKE,LGA
2013,6,4,2,WN,600,-6,0,910,-21,0,0,MKE,LGA
2013,6,4,2,WN,1015,-6,0,1145,-16,0,0,MKE,MCI
2013,6,4,2,WN,1450,22,1,1620,12,0,0,MKE,MCI
2013,6,4,2,WN,1620,1,0,2000,4,0,0,MKE,MCO
2013,6,4,2,WN,2115,-8,0,2225,-12,0,0,MKE,MSP
2013,6,4,2,WN,1655,-2,0,1805,5,0,0,MKE,MSP
2013,6,4,2,WN,1055,-1,0,1205,1,0,0,MKE,MSP
2013,6,4,2,WN,1500,8,0,1705,13,0,0,MKE,MSY
2013,6,4,2,WN,650,-1,0,825,4,0,0,MKE,PHX
2013,6,4,2,WN,1605,38,1,1745,36,1,0,MKE,PHX
2013,6,4,2,WN,1140,1,0,1355,-9,0,0,MKE,SEA
2013,6,4,2,WN,1010,49,1,1245,42,1,0,MKE,SFO
2013,6,4,2,WN,1855,2,0,2130,0,0,0,MKE,SFO
2013,6,4,2,WN,845,5,0,955,0,0,0,MKE,STL
2013,6,4,2,WN,1905,-4,0,2020,-11,0,0,MKE,STL
2013,6,4,2,WN,1410,11,0,1750,-2,0,0,MKE,TPA
2013,6,4,2,WN,1530,-2,0,1635,-12,0,0,MSP,DEN
2013,6,4,2,WN,1120,-2,0,1220,19,1,0,MSP,DEN
2013,6,4,2,WN,645,-6,0,745,9,0,0,MSP,DEN
2013,6,4,2,WN,2000,0,0,2115,-2,0,0,MSP,DEN
2013,6,4,2,WN,825,-4,0,945,-5,0,0,MSP,MCI
2013,6,4,2,WN,1835,-1,0,1955,-5,0,0,MSP,MCI
2013,6,4,2,WN,1210,24,1,1330,20,1,0,MSP,MDW
2013,6,4,2,WN,1345,209,1,1505,211,1,0,MSP,MDW
2013,6,4,2,WN,935,2,0,1100,-10,0,0,MSP,MDW
2013,6,4,2,WN,1440,23,1,1610,17,1,0,MSP,MDW
2013,6,4,2,WN,1910,27,1,2030,28,1,0,MSP,MDW
2013,6,4,2,WN,540,-4,0,705,-15,0,0,MSP,MDW
2013,6,4,2,WN,630,-6,0,800,-18,0,0,MSP,MDW
2013,6,4,2,WN,1735,7,0,1900,-4,0,0,MSP,MDW
2013,6,4,2,WN,715,-4,0,820,10,0,0,MSP,MKE
2013,6,4,2,WN,1230,9,0,1335,2,0,0,MSP,MKE
2013,6,4,2,WN,1810,0,0,1915,-10,0,0,MSP,MKE
2013,6,4,2,WN,1755,27,1,1915,31,1,0,MSP,PHX
2013,6,4,2,WN,1100,-5,0,1215,5,0,0,MSP,PHX
2013,6,4,2,WN,1340,16,1,1505,5,0,0,MSP,STL
2013,6,4,2,WN,1715,23,1,1840,15,1,0,MSP,STL
2013,6,4,2,WN,600,-5,0,720,-4,0,0,MSP,STL
2013,6,4,2,WN,830,-4,0,1000,-13,0,0,MSY,BNA
2013,6,4,2,WN,1810,49,1,1935,46,1,0,MSY,BNA
2013,6,4,2,WN,1540,21,1,1705,14,0,0,MSY,BNA
2013,6,4,2,WN,1110,-3,0,1235,-5,0,0,MSY,BNA
2013,6,4,2,WN,1225,19,1,1605,-8,0,0,MSY,BWI
2013,6,4,2,WN,1825,3,0,2205,-1,0,0,MSY,BWI
2013,6,4,2,WN,635,-2,0,1010,-17,0,0,MSY,BWI
2013,6,4,2,WN,2030,-4,0,2145,8,0,0,MSY,DAL
2013,6,4,2,WN,755,-7,0,915,-8,0,0,MSY,DAL
2013,6,4,2,WN,1335,111,1,1500,115,1,0,MSY,DAL
2013,6,4,2,WN,945,0,0,1105,0,0,0,MSY,DAL
2013,6,4,2,WN,605,-2,0,725,1,0,0,MSY,DAL
2013,6,4,2,WN,1845,2,0,2005,-4,0,0,MSY,DAL
2013,6,4,2,WN,1545,15,1,1705,20,1,0,MSY,DAL
2013,6,4,2,WN,1210,20,1,1335,9,0,0,MSY,DAL
2013,6,4,2,WN,605,2,0,745,16,1,0,MSY,DEN
2013,6,4,2,WN,1925,-3,0,2115,3,0,0,MSY,DEN
2013,6,4,2,WN,725,-1,0,1130,-23,0,0,MSY,EWR
2013,6,4,2,WN,2010,-2,0,2300,-8,0,0,MSY,FLL
2013,6,4,2,WN,1510,11,0,1800,10,0,0,MSY,FLL
2013,6,4,2,WN,935,-3,0,1230,-15,0,0,MSY,FLL
2013,6,4,2,WN,1800,-4,0,1915,-7,0,0,MSY,HOU
2013,6,4,2,WN,805,-2,0,915,-4,0,0,MSY,HOU
2013,6,4,2,WN,1225,-1,0,1335,0,0,0,MSY,HOU
2013,6,4,2,WN,925,-3,0,1035,-8,0,0,MSY,HOU
2013,6,4,2,WN,700,1,0,815,-8,0,0,MSY,HOU
2013,6,4,2,WN,1550,19,1,1700,16,1,0,MSY,HOU
2013,6,4,2,WN,2035,-2,0,2145,-6,0,0,MSY,HOU
2013,6,4,2,WN,1650,-2,0,1805,-10,0,0,MSY,HOU
2013,6,4,2,WN,1405,11,0,1515,2,0,0,MSY,HOU
2013,6,4,2,WN,600,-2,0,710,-3,0,0,MSY,HOU
2013,6,4,2,WN,1945,3,0,2125,4,0,0,MSY,LAS
2013,6,4,2,WN,650,-3,0,825,-3,0,0,MSY,LAS
2013,6,4,2,WN,1350,14,0,1550,23,1,0,MSY,LAX
2013,6,4,2,WN,1500,19,1,1655,20,1,0,MSY,MCI
2013,6,4,2,WN,1735,3,0,2015,6,0,0,MSY,MCO
2013,6,4,2,WN,1945,-2,0,2225,-8,0,0,MSY,MCO
2013,6,4,2,WN,750,-2,0,1035,-7,0,0,MSY,MCO
2013,6,4,2,WN,1505,19,1,1755,19,1,0,MSY,MCO
2013,6,4,2,WN,1005,1,0,1220,-6,0,0,MSY,MDW
2013,6,4,2,WN,1730,5,0,1940,-6,0,0,MSY,MDW
2013,6,4,2,WN,630,-5,0,840,-8,0,0,MSY,MDW
2013,6,4,2,WN,1025,0,0,1235,8,0,0,MSY,MKE
2013,6,4,2,WN,1640,15,1,1755,16,1,0,MSY,PHX
2013,6,4,2,WN,1100,0,0,1245,-3,0,0,MSY,STL
2013,6,4,2,WN,1755,-4,0,1940,-5,0,0,MSY,STL
2013,6,4,2,WN,1120,14,0,1350,2,0,0,MSY,TPA
2013,6,4,2,WN,1950,-3,0,2215,-7,0,0,MSY,TPA
2013,6,4,2,WN,1430,-5,0,1700,-9,0,0,MSY,TPA
2013,6,4,2,WN,900,23,1,1130,21,1,0,MSY,TPA
2013,6,4,2,WN,1735,2,0,2045,2,0,0,OAK,ABQ
2013,6,4,2,WN,1440,10,0,1755,5,0,0,OAK,ABQ
2013,6,4,2,WN,830,-1,0,1145,-6,0,0,OAK,ABQ
2013,6,4,2,WN,930,9,0,1500,-1,0,0,OAK,AUS
2013,6,4,2,WN,1415,4,0,1520,1,0,0,OAK,BUR
2013,6,4,2,WN,2015,-4,0,2120,-6,0,0,OAK,BUR
2013,6,4,2,WN,625,-1,0,740,3,0,0,OAK,BUR
2013,6,4,2,WN,1205,28,1,1310,24,1,0,OAK,BUR
2013,6,4,2,WN,1840,0,0,1945,-4,0,0,OAK,BUR
2013,6,4,2,WN,1025,,,1130,,1,1,OAK,BUR
2013,6,4,2,WN,1125,-2,0,1230,7,0,0,OAK,BUR
2013,6,4,2,WN,1605,43,1,1710,45,1,0,OAK,BUR
2013,6,4,2,WN,810,-4,0,920,-10,0,0,OAK,BUR
2013,6,4,2,WN,1755,0,0,1900,-5,0,0,OAK,BUR
2013,6,4,2,WN,715,,,820,,1,1,OAK,BUR
2013,6,4,2,WN,940,4,0,1045,6,0,0,OAK,BUR
2013,6,4,2,WN,1250,,,1355,,1,1,OAK,BUR
2013,6,4,2,WN,2050,2,0,2155,-2,0,0,OAK,BUR
2013,6,4,2,WN,1950,-3,0,2310,-5,0,0,OAK,DEN
2013,6,4,2,WN,1035,2,0,1355,3,0,0,OAK,DEN
2013,6,4,2,WN,605,0,0,940,-1,0,0,OAK,DEN
2013,6,4,2,WN,1505,2,0,1825,-5,0,0,OAK,DEN
2013,6,4,2,WN,600,4,0,1155,-3,0,0,OAK,HOU
2013,6,4,2,WN,1735,15,1,2320,6,0,0,OAK,HOU
2013,6,4,2,WN,1200,-2,0,1325,-1,0,0,OAK,LAS
2013,6,4,2,WN,700,-5,0,820,-1,0,0,OAK,LAS
2013,6,4,2,WN,600,-3,0,725,-8,0,0,OAK,LAS
2013,6,4,2,WN,1810,-3,0,1935,-11,0,0,OAK,LAS
2013,6,4,2,WN,1050,2,0,1215,3,0,0,OAK,LAS
2013,6,4,2,WN,1515,1,0,1640,-2,0,0,OAK,LAS
2013,6,4,2,WN,2115,2,0,2235,-2,0,0,OAK,LAS
2013,6,4,2,WN,910,1,0,1040,-9,0,0,OAK,LAS
2013,6,4,2,WN,1715,,,1840,,1,1,OAK,LAS
2013,6,4,2,WN,1240,5,0,1355,10,0,0,OAK,LAX
2013,6,4,2,WN,600,-3,0,725,-19,0,0,OAK,LAX
2013,6,4,2,WN,2200,4,0,2315,3,0,0,OAK,LAX
2013,6,4,2,WN,1025,4,0,1150,-1,0,0,OAK,LAX
2013,6,4,2,WN,1525,-3,0,1640,-2,0,0,OAK,LAX
2013,6,4,2,WN,1600,7,0,1715,0,0,0,OAK,LAX
2013,6,4,2,WN,2055,2,0,2215,-2,0,0,OAK,LAX
2013,6,4,2,WN,1850,1,0,2005,6,0,0,OAK,LAX
2013,6,4,2,WN,1345,4,0,1500,-1,0,0,OAK,LAX
2013,6,4,2,WN,630,-1,0,750,9,0,0,OAK,LAX
2013,6,4,2,WN,900,1,0,1020,-9,0,0,OAK,LAX
2013,6,4,2,WN,1730,,,1850,,1,1,OAK,LAX
2013,6,4,2,WN,650,4,0,1210,6,0,0,OAK,MCI
2013,6,4,2,WN,1430,31,1,2030,22,1,0,OAK,MDW
2013,6,4,2,WN,1215,13,0,1815,4,0,0,OAK,MDW
2013,6,4,2,WN,625,7,0,1230,5,0,0,OAK,MDW
2013,6,4,2,WN,1745,-4,0,2340,-14,0,0,OAK,MDW
2013,6,4,2,WN,1025,15,1,1140,11,0,0,OAK,ONT
2013,6,4,2,WN,1845,6,0,2000,-1,0,0,OAK,ONT
2013,6,4,2,WN,645,1,0,805,3,0,0,OAK,ONT
2013,6,4,2,WN,1230,-1,0,1340,-1,0,0,OAK,ONT
2013,6,4,2,WN,2050,17,1,2205,13,0,0,OAK,ONT
2013,6,4,2,WN,750,1,0,905,0,0,0,OAK,ONT
2013,6,4,2,WN,1330,13,0,1445,7,0,0,OAK,ONT
2013,6,4,2,WN,1525,2,0,1635,0,0,0,OAK,ONT
2013,6,4,2,WN,1520,25,1,1650,25,1,0,OAK,PDX
2013,6,4,2,WN,1925,3,0,2055,2,0,0,OAK,PDX
2013,6,4,2,WN,630,0,0,810,-3,0,0,OAK,PDX
2013,6,4,2,WN,2205,-5,0,2335,-2,0,0,OAK,PDX
2013,6,4,2,WN,1130,-1,0,1300,0,0,0,OAK,PDX
2013,6,4,2,WN,855,-1,0,1030,-6,0,0,OAK,PDX
2013,6,4,2,WN,1335,3,0,1530,-1,0,0,OAK,PHX
2013,6,4,2,WN,1645,0,0,1840,-10,0,0,OAK,PHX
2013,6,4,2,WN,600,,,755,,1,1,OAK,PHX
2013,6,4,2,WN,700,6,0,855,-4,0,0,OAK,PHX
2013,6,4,2,WN,935,0,0,1130,-8,0,0,OAK,PHX
2013,6,4,2,WN,1025,-2,0,1155,4,0,0,OAK,SAN
2013,6,4,2,WN,1320,2,0,1445,-4,0,0,OAK,SAN
2013,6,4,2,WN,705,2,0,830,3,0,0,OAK,SAN
2013,6,4,2,WN,1935,-4,0,2105,-14,0,0,OAK,SAN
2013,6,4,2,WN,1515,-1,0,1640,-5,0,0,OAK,SAN
2013,6,4,2,WN,1435,,,1600,,1,1,OAK,SAN
2013,6,4,2,WN,1230,2,0,1355,-4,0,0,OAK,SAN
2013,6,4,2,WN,820,-1,0,945,-12,0,0,OAK,SAN
2013,6,4,2,WN,2050,3,0,2215,2,0,0,OAK,SAN
2013,6,4,2,WN,1125,1,0,1250,2,0,0,OAK,SAN
2013,6,4,2,WN,1705,8,0,1830,1,0,0,OAK,SAN
2013,6,4,2,WN,630,-1,0,810,-9,0,0,OAK,SAN
2013,6,4,2,WN,855,5,0,1055,-4,0,0,OAK,SEA
2013,6,4,2,WN,630,0,0,830,0,0,0,OAK,SEA
2013,6,4,2,WN,1010,24,1,1205,20,1,0,OAK,SEA
2013,6,4,2,WN,1540,3,0,1735,-4,0,0,OAK,SEA
2013,6,4,2,WN,1925,3,0,2115,1,0,0,OAK,SEA
2013,6,4,2,WN,2130,0,0,2320,-4,0,0,OAK,SEA
2013,6,4,2,WN,1255,-2,0,1450,-11,0,0,OAK,SEA
2013,6,4,2,WN,1125,26,1,1405,27,1,0,OAK,SLC
2013,6,4,2,WN,2125,1,0,5,-3,0,0,OAK,SLC
2013,6,4,2,WN,600,2,0,845,5,0,0,OAK,SLC
2013,6,4,2,WN,1505,0,0,1740,-2,0,0,OAK,SLC
2013,6,4,2,WN,2050,4,0,2215,-2,0,0,OAK,SNA
2013,6,4,2,WN,1130,-1,0,1250,-6,0,0,OAK,SNA
2013,6,4,2,WN,1025,-1,0,1150,-6,0,0,OAK,SNA
2013,6,4,2,WN,605,-4,0,740,-12,0,0,OAK,SNA
2013,6,4,2,WN,705,-2,0,835,0,0,0,OAK,SNA
2013,6,4,2,WN,1650,14,0,1810,12,0,0,OAK,SNA
2013,6,4,2,WN,1355,-1,0,1520,-12,0,0,OAK,SNA
2013,6,4,2,WN,1925,23,1,2050,22,1,0,OAK,SNA
2013,6,4,2,WN,910,15,1,1305,5,0,0,OKC,BWI
2013,6,4,2,WN,1730,12,0,1820,8,0,0,OKC,DAL
2013,6,4,2,WN,700,-5,0,750,7,0,0,OKC,DAL
2013,6,4,2,WN,1135,-1,0,1230,-9,0,0,OKC,DAL
2013,6,4,2,WN,1940,25,1,2030,19,1,0,OKC,DAL
2013,6,4,2,WN,1440,2,0,1510,5,0,0,OKC,DEN
2013,6,4,2,WN,1805,-3,0,1840,12,0,0,OKC,DEN
2013,6,4,2,WN,605,39,1,635,41,1,0,OKC,DEN
2013,6,4,2,WN,1210,0,0,1330,-5,0,0,OKC,HOU
2013,6,4,2,WN,1420,-2,0,1545,-2,0,0,OKC,HOU
2013,6,4,2,WN,530,32,1,650,52,1,0,OKC,HOU
2013,6,4,2,WN,1945,-1,0,2105,-4,0,0,OKC,HOU
2013,6,4,2,WN,1105,108,1,1135,107,1,0,OKC,LAS
2013,6,4,2,WN,1905,11,0,1940,7,0,0,OKC,LAS
2013,6,4,2,WN,1455,8,0,1600,6,0,0,OKC,MCI
2013,6,4,2,WN,1045,-2,0,1155,-3,0,0,OKC,MCI
2013,6,4,2,WN,730,1,0,920,0,0,0,OKC,MDW
2013,6,4,2,WN,1550,-3,0,1740,-13,0,0,OKC,MDW
2013,6,4,2,WN,1655,13,0,1710,13,0,0,OKC,PHX
2013,6,4,2,WN,805,23,1,820,17,1,0,OKC,PHX
2013,6,4,2,WN,1710,-4,0,1835,-16,0,0,OKC,STL
